8703,512,883.16,169.71,142.31,399.76,1.00,-1,-1,-1
8704,512,878.34,168.64,142.02,398.94,1.00,-1,-1,-1
3,1,1074.37,445.24,293.62,631.52,1.00,-1,-1,-1
4,1,1074.68,449.16,279.03,627.70,1.00,-1,-1,-1
5,1,1072.70,456.46,271.65,620.61,1.00,-1,-1,-1
6,1,1070.47,466.16,269.59,611.12,1.00,-1,-1,-1
7,1,1069.33,477.48,271.21,599.92,1.00,-1,-1,-1
8,1,1069.98,489.88,275.18,587.50,1.00,-1,-1,-1
9,1,1072.59,502.97,280.41,574.23,1.00,-1,-1,-1
10,1,1076.90,516.52,286.07,560.34,1.00,-1,-1,-1
11,1,1082.31,530.45,291.57,545.98,1.00,-1,-1,-1
12,1,1088.00,544.72,296.51,531.22,1.00,-1,-1,-1
13,1,1093.05,559.38,300.68,516.08,1.00,-1,-1,-1
14,1,1096.53,574.50,304.03,500.57,1.00,-1,-1,-1
15,1,1097.65,590.10,306.64,484.73,1.00,-1,-1,-1
16,1,1095.86,606.20,308.68,468.61,1.00,-1,-1,-1
17,1,1090.94,622.68,310.37,452.37,1.00,-1,-1,-1
18,1,1083.16,639.34,311.99,436.23,1.00,-1,-1,-1
19,1,1073.34,655.83,313.78,420.55,1.00,-1,-1,-1
20,1,1062.95,671.59,315.99,405.86,1.00,-1,-1,-1
21,1,1054.23,685.88,318.75,392.82,1.00,-1,-1,-1
71,3,1003.03,818.49,296.90,259.97,1.00,-1,-1,-1
72,3,1007.97,818.05,297.96,260.89,1.00,-1,-1,-1
8716,515,978.54,412.97,305.03,607.55,1.00,-1,-1,-1
8717,515,981.52,414.91,306.28,616.28,1.00,-1,-1,-1
8718,515,981.20,417.54,302.20,620.60,1.00,-1,-1,-1
8719,515,978.01,421.00,296.51,621.24,1.00,-1,-1,-1
8720,515,972.53,425.29,291.85,618.98,1.00,-1,-1,-1
8721,515,965.40,430.28,289.91,614.59,1.00,-1,-1,-1
8722,515,957.30,435.74,291.49,608.86,1.00,-1,-1,-1
8723,515,948.92,441.36,296.65,602.49,1.00,-1,-1,-1
8724,515,940.93,446.82,304.82,596.16,1.00,-1,-1,-1
8725,515,933.92,451.78,314.96,590.43,1.00,-1,-1,-1
8726,515,928.39,455.93,325.67,585.75,1.00,-1,-1,-1
8727,515,924.70,459.01,335.34,582.41,1.00,-1,-1,-1
8728,515,923.03,460.88,342.32,580.55,1.00,-1,-1,-1
8729,515,923.36,461.51,345.03,580.13,1.00,-1,-1,-1
8730,515,925.44,461.00,342.14,580.87,1.00,-1,-1,-1
8731,515,928.75,459.68,332.70,582.29,1.00,-1,-1,-1
8732,515,932.48,458.05,316.26,583.67,1.00,-1,-1,-1
8733,515,935.50,456.86,293.03,584.01,1.00,-1,-1,-1
111,5,978.31,792.27,349.61,285.89,1.00,-1,-1,-1
112,5,971.08,787.92,357.45,289.30,1.00,-1,-1,-1
113,5,970.25,785.93,359.56,291.00,1.00,-1,-1,-1
8731,516,820.82,150.00,133.85,422.47,1.00,-1,-1,-1
8732,516,823.97,152.24,138.17,414.82,1.00,-1,-1,-1
8733,516,831.59,154.13,142.57,407.12,1.00,-1,-1,-1
8734,516,841.64,155.82,146.84,400.75,1.00,-1,-1,-1
8735,516,852.65,157.40,150.81,396.45,1.00,-1,-1,-1
8736,516,863.61,158.98,154.35,394.48,1.00,-1,-1,-1
8737,516,873.93,160.62,157.38,394.73,1.00,-1,-1,-1
8738,516,883.31,162.39,159.86,396.90,1.00,-1,-1,-1
8739,516,891.70,164.33,161.80,400.53,1.00,-1,-1,-1
8740,516,899.24,166.47,163.23,405.17,1.00,-1,-1,-1
8741,516,906.15,168.84,164.21,410.36,1.00,-1,-1,-1
8742,516,912.73,171.46,164.82,415.72,1.00,-1,-1,-1
8743,516,919.28,174.31,165.16,420.96,1.00,-1,-1,-1
8744,516,926.07,177.39,165.31,425.89,1.00,-1,-1,-1
8745,516,933.34,180.69,165.37,430.40,1.00,-1,-1,-1
8746,516,941.22,184.19,165.42,434.45,1.00,-1,-1,-1
8747,516,949.78,187.84,165.51,438.01,1.00,-1,-1,-1
8748,516,959.01,191.62,165.67,441.08,1.00,-1,-1,-1
8749,516,968.79,195.48,165.90,443.62,1.00,-1,-1,-1
8750,516,978.94,199.36,166.17,445.50,1.00,-1,-1,-1
8751,516,989.24,203.23,166.43,446.53,1.00,-1,-1,-1
8752,516,999.40,207.02,166.59,446.39,1.00,-1,-1,-1
8753,516,1009.13,210.70,166.54,444.67,1.00,-1,-1,-1
8754,516,1018.15,214.20,166.17,440.87,1.00,-1,-1,-1
8755,516,1026.22,217.48,165.36,434.44,1.00,-1,-1,-1
8756,516,1033.15,220.52,164.00,424.82,1.00,-1,-1,-1
8757,516,1038.81,223.29,162.02,411.56,1.00,-1,-1,-1
8758,516,1043.18,225.77,159.39,394.37,1.00,-1,-1,-1
8759,516,1046.36,227.98,156.14,373.31,1.00,-1,-1,-1
8760,516,1048.55,229.94,152.41,348.89,1.00,-1,-1,-1
8761,516,1050.07,231.70,148.41,322.28,1.00,-1,-1,-1
8762,516,1051.37,233.34,144.53,295.44,1.00,-1,-1,-1
8763,516,1052.99,234.98,141.28,271.42,1.00,-1,-1,-1
8764,516,1055.56,236.74,139.36,254.49,1.00,-1,-1,-1
8765,516,1059.78,238.81,139.67,250.42,1.00,-1,-1,-1
8745,520,1081.85,421.02,248.21,602.77,1.00,-1,-1,-1
8746,520,1087.84,420.53,248.39,603.23,1.00,-1,-1,-1
191,9,1032.84,785.62,311.54,293.19,1.00,-1,-1,-1
192,9,1029.29,785.44,311.88,293.52,1.00,-1,-1,-1
8761,523,1031.52,391.68,276.62,612.33,1.00,-1,-1,-1
8762,523,1021.23,382.95,277.52,588.04,1.00,-1,-1,-1
8763,523,1006.32,375.92,290.04,576.81,1.00,-1,-1,-1
8764,523,991.41,369.85,303.31,572.88,1.00,-1,-1,-1
8765,523,981.13,363.97,306.43,570.47,1.00,-1,-1,-1
235,12,999.63,539.79,322.57,536.37,1.00,-1,-1,-1
236,12,990.89,531.33,327.83,545.12,1.00,-1,-1,-1
239,13,970.90,472.41,283.88,603.36,1.00,-1,-1,-1
240,13,966.98,455.58,283.56,617.47,1.00,-1,-1,-1
241,13,961.94,440.72,286.43,630.65,1.00,-1,-1,-1
242,13,955.54,427.46,292.43,643.16,1.00,-1,-1,-1
8774,526,939.07,343.40,241.95,540.97,1.00,-1,-1,-1
8775,526,925.69,341.92,248.93,539.40,1.00,-1,-1,-1
8776,526,920.23,341.93,250.88,540.55,1.00,-1,-1,-1
8777,526,920.48,342.88,249.59,543.29,1.00,-1,-1,-1
8778,526,924.19,344.21,246.88,546.46,1.00,-1,-1,-1
8779,526,929.06,345.35,244.56,548.95,1.00,-1,-1,-1
8780,526,932.76,345.76,244.49,549.63,1.00,-1,-1,-1
8777,527,1090.03,247.26,161.82,480.50,1.00,-1,-1,-1
8778,527,1086.61,248.31,165.49,486.03,1.00,-1,-1,-1
8779,527,1086.60,248.07,165.86,487.12,1.00,-1,-1,-1
8793,530,1066.99,280.64,281.79,634.71,1.00,-1,-1,-1
8794,530,1079.79,344.39,250.61,570.94,1.00,-1,-1,-1
8795,530,1079.41,346.47,249.93,569.40,1.00,-1,-1,-1
256,19,1016.50,353.96,241.75,448.87,1.00,-1,-1,-1
257,19,1016.88,353.84,235.28,438.19,1.00,-1,-1,-1
258,19,1017.56,353.77,230.20,429.24,1.00,-1,-1,-1
259,19,1018.57,353.65,226.41,421.93,1.00,-1,-1,-1
258,20,866.79,716.90,418.18,357.74,1.00,-1,-1,-1
259,20,880.13,708.58,416.09,368.43,1.00,-1,-1,-1
260,20,883.56,699.94,424.86,376.22,1.00,-1,-1,-1
8804,531,1027.74,278.76,272.07,561.89,1.00,-1,-1,-1
8805,531,1021.97,280.95,274.51,560.51,1.00,-1,-1,-1
8806,531,1015.80,282.29,276.53,559.30,1.00,-1,-1,-1
8807,531,1011.23,282.57,277.43,558.38,1.00,-1,-1,-1
8981,534,1048.17,310.09,258.09,460.20,1.00,-1,-1,-1
8982,534,1047.40,309.39,260.28,460.20,1.00,-1,-1,-1
8983,534,1046.93,308.59,261.78,460.87,1.00,-1,-1,-1
8984,534,1046.92,307.95,262.33,461.79,1.00,-1,-1,-1
267,23,985.59,604.07,335.95,470.78,1.00,-1,-1,-1
268,23,983.61,599.61,339.20,475.35,1.00,-1,-1,-1
272,25,974.31,546.33,358.24,530.00,1.00,-1,-1,-1
273,25,969.79,533.71,359.03,540.53,1.00,-1,-1,-1
274,25,968.65,523.40,356.01,550.51,1.00,-1,-1,-1
275,25,970.71,514.82,350.26,559.88,1.00,-1,-1,-1
276,25,975.59,507.44,342.73,568.54,1.00,-1,-1,-1
277,25,982.82,500.78,334.25,576.34,1.00,-1,-1,-1
278,25,991.80,494.47,325.53,583.08,1.00,-1,-1,-1
279,25,1001.84,488.19,317.13,588.61,1.00,-1,-1,-1
280,25,1012.20,481.72,309.52,592.76,1.00,-1,-1,-1
281,25,1022.15,474.91,303.03,595.47,1.00,-1,-1,-1
282,25,1030.94,467.72,297.88,596.73,1.00,-1,-1,-1
283,25,1037.87,460.20,294.17,596.66,1.00,-1,-1,-1
284,25,1042.32,452.50,291.92,595.51,1.00,-1,-1,-1
285,25,1043.76,444.87,291.03,593.71,1.00,-1,-1,-1
286,25,1041.79,437.67,291.32,591.84,1.00,-1,-1,-1
287,25,1036.18,431.35,292.53,590.72,1.00,-1,-1,-1
298,26,1082.37,250.24,186.18,273.59,1.00,-1,-1,-1
299,26,1083.38,250.85,184.98,271.82,1.00,-1,-1,-1
303,28,1117.30,258.70,173.71,263.53,1.00,-1,-1,-1
304,28,1119.74,259.68,173.16,262.46,1.00,-1,-1,-1
312,29,989.85,364.27,245.90,581.51,1.00,-1,-1,-1
313,29,964.44,400.30,227.93,538.10,1.00,-1,-1,-1
316,30,948.63,362.25,257.17,582.41,1.00,-1,-1,-1
317,30,940.78,366.93,266.43,583.57,1.00,-1,-1,-1
318,30,940.28,368.92,270.98,583.87,1.00,-1,-1,-1
319,30,945.53,368.85,271.60,583.55,1.00,-1,-1,-1
320,30,954.97,367.43,269.26,582.94,1.00,-1,-1,-1
321,30,967.08,365.48,265.08,582.43,1.00,-1,-1,-1
322,30,980.42,363.92,260.36,582.55,1.00,-1,-1,-1
