0,1,1082.37,428.52,326.94,676.63,1.00,-1,-1,-1
1,1,1070.54,434.88,316.17,656.36,1.00,-1,-1,-1
2,1,1062.65,441.15,307.66,639.95,1.00,-1,-1,-1
3,1,1057.99,447.79,301.72,628.38,1.00,-1,-1,-1
4,1,1055.89,455.17,298.42,622.16,1.00,-1,-1,-1
5,1,1055.75,463.56,297.70,621.37,1.00,-1,-1,-1
6,1,1056.99,473.13,299.32,625.72,1.00,-1,-1,-1
7,1,1059.12,483.96,302.97,634.60,1.00,-1,-1,-1
8,1,1061.68,496.03,308.23,647.19,1.00,-1,-1,-1
9,1,1064.30,509.29,314.62,662.49,1.00,-1,-1,-1
10,1,1066.67,523.57,321.64,679.42,1.00,-1,-1,-1
11,1,1068.52,538.70,328.80,696.86,1.00,-1,-1,-1
12,1,1069.66,554.43,335.62,713.73,1.00,-1,-1,-1
13,1,1069.96,570.52,341.70,729.04,1.00,-1,-1,-1
14,1,1069.33,586.71,346.68,741.96,1.00,-1,-1,-1
15,1,1067.75,602.73,350.32,751.85,1.00,-1,-1,-1
16,1,1065.23,618.36,352.47,758.34,1.00,-1,-1,-1
17,1,1061.81,633.39,353.11,761.31,1.00,-1,-1,-1
18,1,1057.57,647.68,352.36,760.97,1.00,-1,-1,-1
19,1,1052.63,661.14,350.47,757.85,1.00,-1,-1,-1
20,1,1047.10,673.79,347.84,752.82,1.00,-1,-1,-1
21,1,1041.09,685.70,344.98,747.09,1.00,-1,-1,-1
22,1,1034.74,697.09,342.57,742.21,1.00,-1,-1,-1
23,1,1028.16,708.25,341.39,740.03,1.00,-1,-1,-1
24,1,1021.43,719.63,342.34,742.71,1.00,-1,-1,-1
25,1,1014.62,731.78,346.42,752.67,1.00,-1,-1,-1
26,1,1007.76,745.41,354.70,772.54,1.00,-1,-1,-1
27,1,1000.83,761.35,368.32,805.16,1.00,-1,-1,-1
28,1,993.77,780.57,388.45,853.44,1.00,-1,-1,-1
29,1,986.46,804.19,416.26,920.42,1.00,-1,-1,-1
108,3,907.34,789.51,448.48,954.12,1.00,-1,-1,-1
109,3,914.69,781.72,429.54,930.52,1.00,-1,-1,-1
110,3,926.61,778.11,410.78,894.38,1.00,-1,-1,-1
111,3,941.31,777.56,393.90,852.80,1.00,-1,-1,-1
112,3,957.37,779.08,379.94,811.06,1.00,-1,-1,-1
113,3,973.78,781.86,369.40,772.83,1.00,-1,-1,-1
114,3,989.82,785.19,362.32,740.32,1.00,-1,-1,-1
115,3,1005.06,788.54,358.36,714.55,1.00,-1,-1,-1
116,3,1019.27,791.48,356.97,695.56,1.00,-1,-1,-1
117,3,1032.42,793.69,357.38,682.63,1.00,-1,-1,-1
118,3,1044.58,794.97,358.79,674.50,1.00,-1,-1,-1
119,3,1055.90,795.21,360.39,669.61,1.00,-1,-1,-1
120,3,1066.57,794.34,361.45,666.26,1.00,-1,-1,-1
121,3,1076.77,792.40,361.38,662.81,1.00,-1,-1,-1
122,3,1086.65,789.46,359.81,657.85,1.00,-1,-1,-1
123,3,1096.26,785.63,356.57,650.28,1.00,-1,-1,-1
124,3,1105.62,781.05,351.76,639.47,1.00,-1,-1,-1
125,3,1114.60,775.89,345.71,625.26,1.00,-1,-1,-1
126,3,1123.01,770.31,339.02,608.05,1.00,-1,-1,-1
127,3,1130.55,764.50,332.48,588.73,1.00,-1,-1,-1
128,3,1136.84,758.64,327.06,568.69,1.00,-1,-1,-1
129,3,1141.43,752.91,323.84,549.73,1.00,-1,-1,-1
130,3,1143.84,747.47,323.93,533.93,1.00,-1,-1,-1
131,3,1143.62,742.50,328.40,523.53,1.00,-1,-1,-1
132,3,1140.31,738.18,338.18,520.74,1.00,-1,-1,-1
133,3,1133.59,734.66,353.93,527.57,1.00,-1,-1,-1
134,3,1123.26,732.14,375.97,545.59,1.00,-1,-1,-1
135,3,1109.31,730.79,404.13,575.74,1.00,-1,-1,-1
136,3,1091.98,730.84,437.66,618.01,1.00,-1,-1,-1
137,3,1071.84,732.52,475.09,671.30,1.00,-1,-1,-1
138,3,1049.81,736.13,514.14,733.09,1.00,-1,-1,-1
139,3,1027.22,741.97,551.58,799.24,1.00,-1,-1,-1
140,3,1005.87,750.45,583.19,863.76,1.00,-1,-1,-1
141,3,988.08,762.02,603.61,918.60,1.00,-1,-1,-1
142,3,976.74,777.20,606.32,953.46,1.00,-1,-1,-1
143,3,975.28,796.61,583.56,955.67,1.00,-1,-1,-1
173,4,958.39,860.00,379.71,292.62,1.00,-1,-1,-1
174,4,968.05,862.16,355.94,273.36,1.00,-1,-1,-1
175,4,969.11,858.76,354.38,271.86,1.00,-1,-1,-1
